Student Name,Attendance %,Internal Marks,Final Marks,Assignment Scores,Extra Activities,Family Income,Internet Access,Study Hours,Placement Status,Average Score,Risk Category,Performance_Level
Betty Young,92.6,58,90,83,Volunteer,65782.0,Yes,6.8,Not Placed,77.0,safe,Good
Donna Flores,84.0,74,85,65,Volunteer,109153.0,No,4.8,Placed,74.66666666666667,safe,Good
Andrew Hernandez,95.1,82,82,73,Music,59710.0,No,6.1,Placed,79.0,safe,Good
Ryan Thompson,82.6,37,41,49,Volunteer,40916.0,No,3.4,Not Placed,42.333333333333336,Need Improvement,Poor
Emily Lewis,60.5,60,57,90,Music,59414.0,No,4.5,Not Placed,69.0,safe,Average
Jessica Allen,85.4,60,80,89,Sports,94093.0,Yes,4.9,Placed,76.33333333333333,safe,Good
Jessica Wright,80.7,45,68,78,Sports,58171.0,Yes,4.7,Placed,63.666666666666664,safe,Average
Emma Thomas,85.1,62,82,72,Music,53026.0,Yes,5.0,Placed,72.0,safe,Good
Cynthia Williams,75.0,25,0,65,Volunteer,59861.0,No,3.0,Not Placed,30.0,At risk,Poor
Lisa Robinson,91.0,79,84,83,Music,53213.0,No,6.7,Placed,82.0,safe,Good
Nancy Flores,78.5,69,82,100,NCC,77097.0,Yes,7.0,Placed,83.66666666666667,safe,Good
William Thomas,73.4,63,69,76,Sports,72196.0,Yes,4.8,Placed,69.33333333333333,safe,Average
Elizabeth Rodriguez,83.1,76,70,75,Music,49809.0,Yes,6.7,Placed,73.66666666666667,safe,Good
Sandra Gonzalez,73.7,46,52,85,Debate,76674.0,Yes,6.0,Not Placed,61.0,safe,Average
Robert Gonzalez,73.4,71,0,76,Debate,75603.0,No,6.8,Placed,49.0,Need Improvement,Poor
Melissa Harris,85.4,72,77,98,Volunteer,66467.0,Yes,6.8,Placed,82.33333333333333,safe,Good
Sandra Walker,80.0,63,80,84,NCC,88098.0,No,6.5,Placed,75.66666666666667,safe,Good
Lisa Ramirez,77.0,57,79,83,Debate,72162.0,No,5.7,Placed,73.0,safe,Good
Jennifer Torres,81.0,54,56,39,NCC,98163.0,Yes,2.6,Not Placed,49.666666666666664,Need Improvement,Poor
Emma White,80.9,95,95,100,NCC,51539.0,Yes,9.8,Placed,96.66666666666667,safe,Excellent
Michael Martinez,84.5,38,56,79,Music,115380.0,No,4.9,Not Placed,57.666666666666664,Need Improvement,Average
Melissa Perez,69.4,41,45,52,Debate,47929.0,No,3.2,Not Placed,46.0,Need Improvement,Poor
Deborah Johnson,77.7,34,46,58,Volunteer,35906.0,Yes,3.9,Not Placed,46.0,Need Improvement,Poor
Richard Martin,77.9,70,69,64,Volunteer,58159.0,Yes,5.4,Placed,67.66666666666667,safe,Average
Gary Ramirez,93.5,41,40,41,Debate,37910.0,Yes,1.7,Not Placed,40.666666666666664,Need Improvement,Poor
John Lewis,79.2,76,88,100,Debate,82988.0,Yes,7.9,Placed,88.0,safe,Excellent
Sharon Flores,77.6,69,73,55,Sports,102746.0,Yes,6.5,Placed,65.66666666666667,safe,Average
David Hernandez,78.0,53,65,100,Volunteer,76306.0,Yes,7.0,Placed,72.66666666666667,safe,Good
Thomas Rodriguez,73.0,77,65,66,Debate,58184.0,Yes,5.7,Placed,69.33333333333333,safe,Average
Ashley Young,89.9,52,53,82,Music,67970.0,Yes,3.8,Not Placed,62.333333333333336,safe,Average
Betty Rodriguez,71.1,22,29,44,Volunteer,32824.0,Yes,3.8,Not Placed,31.666666666666668,At risk,Poor
George Jackson,52.6,36,44,68,Music,79485.0,Yes,5.4,Not Placed,49.333333333333336,Need Improvement,Poor
Emma Smith,75.4,61,64,71,Volunteer,97290.0,Yes,6.0,Placed,65.33333333333333,safe,Average
Cynthia Sanchez,61.9,63,55,80,NCC,64702.0,Yes,6.5,Not Placed,66.0,safe,Average
Edward Allen,80.0,44,54,81,Volunteer,60309.0,Yes,5.1,Not Placed,59.666666666666664,Need Improvement,Average
Joseph Hernandez,100.0,88,90,69,Music,15450.0,Yes,7.0,Placed,82.33333333333333,safe,Good
Jacob Rodriguez,56.2,51,71,78,Music,38057.0,No,7.0,Placed,66.66666666666667,safe,Average
Ashley Nguyen,92.4,60,74,86,Sports,57289.0,Yes,5.2,Placed,73.33333333333333,safe,Good
Kenneth Flores,92.7,69,86,70,Sports,96507.0,Yes,6.1,Placed,75.0,safe,Good
Michael Moore,87.9,45,41,33,Sports,49880.0,No,2.5,Not Placed,39.666666666666664,At risk,Poor
Thomas Lopez,91.3,69,71,76,Volunteer,64384.0,Yes,5.4,Placed,72.0,safe,Good
Kimberly Moore,79.8,67,71,89,Debate,52046.0,Yes,8.3,Placed,75.66666666666667,safe,Good
Kenneth Robinson,62.7,60,61,73,Sports,46363.0,Yes,5.3,Placed,64.66666666666667,safe,Average
Brian Gonzalez,85.2,69,69,72,Volunteer,48380.0,Yes,4.6,Placed,70.0,safe,Good
Michael Anderson,85.2,63,75,86,Debate,42920.0,Yes,6.1,Placed,74.66666666666667,safe,Good
Ronald Flores,80.0,52,50,52,Volunteer,53300.0,Yes,5.0,Not Placed,51.333333333333336,Need Improvement,Average
Daniel Flores,61.1,51,59,83,Debate,72475.0,Yes,5.5,Not Placed,64.33333333333333,safe,Average
Paul Brown,73.9,59,74,100,Sports,123997.0,Yes,6.6,Placed,77.66666666666667,safe,Good
Jessica Johnson,84.4,51,54,57,Sports,98702.0,Yes,4.8,Not Placed,54.0,Need Improvement,Average
Richard King,70.5,41,61,74,NCC,77985.0,Yes,5.2,Placed,58.666666666666664,Need Improvement,Average
Rebecca Martin,75.7,54,49,67,Volunteer,65059.0,Yes,3.9,Not Placed,56.666666666666664,Need Improvement,Average
Joseph King,59.7,75,86,98,Sports,90130.0,Yes,8.0,Placed,86.33333333333333,safe,Excellent
Nancy Lee,76.6,55,57,50,Sports,64702.0,Yes,2.9,Not Placed,54.0,Need Improvement,Average
Joseph Hernandez,71.5,26,0,53,Sports,47732.0,No,2.9,Not Placed,26.333333333333332,At risk,Poor
Amanda Walker,84.9,63,80,95,Debate,31718.0,Yes,6.4,Placed,79.33333333333333,safe,Good
Ronald Hernandez,77.8,78,78,71,Debate,55818.0,Yes,7.3,Placed,75.66666666666667,safe,Good
David Harris,87.0,66,0,70,Sports,62989.0,Yes,4.9,Placed,45.333333333333336,Need Improvement,Poor
Mary Thomas,90.0,48,66,86,Sports,114044.0,No,6.1,Placed,66.66666666666667,safe,Average
Sharon Taylor,87.0,78,73,100,Volunteer,79574.0,Yes,7.6,Placed,83.66666666666667,safe,Good
Donna Scott,61.7,55,73,78,Music,40364.0,No,5.6,Placed,68.66666666666667,safe,Average
Donna Wilson,76.9,61,67,77,Sports,46181.0,Yes,4.3,Placed,68.33333333333333,safe,Average
Emily Thomas,80.2,29,21,36,Sports,85767.0,No,3.4,Not Placed,28.666666666666668,At risk,Poor
Amy Walker,58.3,72,74,90,Sports,46125.0,Yes,6.3,Placed,78.66666666666667,safe,Good
Steven Clark,81.3,80,78,81,Music,101501.0,Yes,6.9,Placed,79.66666666666667,safe,Good
Stephanie Brown,65.6,65,54,69,NCC,68470.0,Yes,6.6,Not Placed,62.666666666666664,safe,Average
Brian Garcia,100.0,53,68,49,Volunteer,74358.0,Yes,2.3,Placed,56.666666666666664,Need Improvement,Average
Joshua Moore,92.1,67,85,99,Debate,70480.0,Yes,7.7,Placed,83.66666666666667,safe,Good
Emily Thomas,96.3,79,92,92,Sports,19617.0,No,7.3,Placed,87.66666666666667,safe,Excellent
Edward Lee,76.0,51,55,57,Sports,84233.0,Yes,3.6,Not Placed,54.333333333333336,Need Improvement,Average
Jessica Hernandez,81.1,70,73,88,Music,63868.0,No,8.4,Placed,77.0,safe,Good
Michelle Allen,83.7,81,69,69,Sports,19916.0,Yes,7.6,Placed,73.0,safe,Good
Kimberly King,92.3,58,52,38,Sports,65331.0,No,1.7,Not Placed,49.333333333333336,Need Improvement,Poor
Joshua Hernandez,75.7,52,80,61,Volunteer,65417.0,No,4.4,Placed,64.33333333333333,safe,Average
Nicholas Robinson,74.3,38,51,33,Sports,35457.0,No,3.2,Not Placed,40.666666666666664,Need Improvement,Poor
Daniel White,85.5,49,53,55,Debate,116752.0,Yes,1.5,Not Placed,52.333333333333336,Need Improvement,Average
Emily Wilson,51.6,50,59,62,Sports,44742.0,No,4.1,Not Placed,57.0,Need Improvement,Average
Laura Martin,77.8,75,90,89,Music,81900.0,Yes,7.4,Placed,84.66666666666667,safe,Good
Amy Jones,63.7,49,63,64,Sports,55285.0,No,6.0,Placed,58.666666666666664,Need Improvement,Average
Rebecca Scott,77.4,36,44,65,Debate,24986.0,Yes,4.3,Not Placed,48.333333333333336,Need Improvement,Poor
Kenneth Davis,75.2,86,97,100,Volunteer,101542.0,Yes,8.3,Placed,94.33333333333333,safe,Excellent
Karen Hill,88.6,59,67,36,Music,58407.0,Yes,2.3,Placed,54.0,Need Improvement,Average
Ryan Thomas,100.0,53,56,35,Sports,48893.0,No,2.0,Not Placed,48.0,Need Improvement,Poor
Brian Young,88.7,69,68,87,Music,123630.0,Yes,6.7,Placed,74.66666666666667,safe,Good
Steven Young,82.6,48,69,76,Music,80952.0,Yes,5.2,Placed,64.33333333333333,safe,Average
Charles Lee,76.8,27,30,29,NCC,98187.0,No,1.3,Not Placed,28.666666666666668,At risk,Poor
Paul Thomas,64.0,41,67,87,Music,21391.0,Yes,5.1,Placed,65.0,safe,Average
Deborah Lewis,69.1,54,60,81,Volunteer,59489.0,No,5.3,Placed,65.0,safe,Average
Betty Hernandez,73.1,46,68,74,NCC,77146.0,Yes,5.3,Placed,62.666666666666664,safe,Average
Daniel King,80.0,62,66,91,Sports,58786.0,No,7.1,Placed,73.0,safe,Good
Deborah Davis,84.9,44,55,71,NCC,37006.0,No,4.4,Not Placed,56.666666666666664,Need Improvement,Average
Kevin Martin,76.6,71,59,84,Debate,49806.0,No,5.9,Not Placed,71.33333333333333,safe,Good
Deborah Garcia,72.5,63,68,84,Debate,74170.0,No,6.0,Placed,71.66666666666667,safe,Good
Robert Anderson,80.0,76,81,79,Sports,25461.0,Yes,6.3,Placed,78.66666666666667,safe,Good
Ryan Williams,82.0,53,58,69,NCC,102625.0,No,6.6,Not Placed,60.0,safe,Average
Robert King,78.7,76,92,100,Debate,64702.0,Yes,9.8,Placed,89.33333333333333,safe,Excellent
Linda Torres,99.4,62,75,37,Sports,80305.0,Yes,1.8,Placed,58.0,Need Improvement,Average
Lisa Perez,83.0,60,78,72,Sports,97712.0,Yes,6.1,Placed,70.0,safe,Good
Richard Robinson,77.6,53,79,89,Sports,72764.0,Yes,7.3,Placed,73.66666666666667,safe,Good
Amy Rodriguez,76.2,63,66,61,Sports,68977.0,Yes,5.2,Placed,63.333333333333336,safe,Average
Amy Flores,95.3,86,86,91,Sports,72029.0,Yes,6.7,Placed,87.66666666666667,safe,Excellent
Jacob Jones,73.0,71,70,65,NCC,68860.0,No,5.6,Placed,68.66666666666667,safe,Average
William Miller,79.4,46,70,56,Volunteer,50432.0,No,4.9,Placed,57.333333333333336,Need Improvement,Average
Angela Martin,86.1,52,74,86,Sports,70793.0,No,7.2,Placed,70.66666666666667,safe,Good
James Wilson,90.8,55,51,48,NCC,41805.0,No,3.8,Not Placed,51.333333333333336,Need Improvement,Average
Carol White,93.9,72,80,84,Volunteer,68763.0,Yes,6.6,Placed,78.66666666666667,safe,Good
Linda Lee,72.2,32,54,63,Music,77373.0,No,4.9,Not Placed,49.666666666666664,Need Improvement,Poor
James Ramirez,82.3,47,56,70,Debate,107735.0,Yes,5.4,Not Placed,57.666666666666664,Need Improvement,Average
Edward Thompson,100.0,74,72,67,Sports,63512.0,No,5.0,Placed,71.0,safe,Good
Jennifer Allen,96.2,38,62,60,Debate,36788.0,No,3.6,Placed,53.333333333333336,Need Improvement,Average
Anthony Moore,71.1,34,39,44,NCC,44728.0,Yes,3.7,Not Placed,39.0,At risk,Poor
Brian Smith,94.6,81,70,64,Debate,54515.0,Yes,4.7,Placed,71.66666666666667,safe,Good
Kenneth Thomas,83.4,70,82,98,Sports,41222.0,Yes,7.6,Placed,83.33333333333333,safe,Good
Kevin Gonzalez,86.8,42,68,40,Music,72654.0,No,2.6,Placed,50.0,Need Improvement,Average
Donna Torres,72.6,60,55,55,Debate,64702.0,Yes,5.0,Not Placed,56.666666666666664,Need Improvement,Average
Thomas Rodriguez,94.2,37,42,40,Volunteer,80174.0,No,2.1,Not Placed,39.666666666666664,At risk,Poor
William Lewis,90.8,55,67,59,Music,97134.0,Yes,3.9,Placed,60.333333333333336,safe,Average
Daniel Sanchez,77.0,43,53,78,Sports,79672.0,Yes,5.2,Not Placed,58.0,Need Improvement,Average
Ashley Walker,86.0,68,72,81,Music,74049.0,Yes,5.7,Placed,73.66666666666667,safe,Good
Charles Thomas,94.0,61,71,74,Sports,48345.0,Yes,5.2,Placed,68.66666666666667,safe,Average
Edward Miller,79.2,70,61,83,NCC,56147.0,No,5.5,Placed,71.33333333333333,safe,Good
Karen Hill,80.0,51,50,52,Volunteer,18310.0,No,4.5,Not Placed,51.0,Need Improvement,Average
Carol Scott,80.2,74,71,74,NCC,74977.0,Yes,5.5,Placed,73.0,safe,Good
Rebecca Robinson,66.4,65,67,76,Sports,123694.0,Yes,6.0,Placed,69.33333333333333,safe,Average
Ashley Gonzalez,91.7,56,62,57,Sports,86539.0,Yes,3.9,Placed,58.333333333333336,Need Improvement,Average
Betty Taylor,70.7,63,79,69,NCC,91891.0,No,4.6,Placed,70.33333333333333,safe,Good
Joshua Anderson,76.5,54,73,61,Sports,50361.0,Yes,4.4,Placed,62.666666666666664,safe,Average
Donna Torres,69.1,45,54,26,NCC,72958.0,Yes,3.2,Not Placed,41.666666666666664,Need Improvement,Poor
David Sanchez,98.4,93,86,91,Sports,46082.0,Yes,7.7,Placed,90.0,safe,Excellent
Michael Torres,94.2,60,63,64,Debate,83760.0,No,3.5,Placed,62.333333333333336,safe,Average
Jennifer Thompson,67.3,76,75,100,Music,76358.0,Yes,7.5,Placed,83.66666666666667,safe,Good
Kimberly Williams,74.9,51,69,81,Music,111507.0,Yes,5.0,Placed,67.0,safe,Average
Kevin Martin,75.7,100,90,100,Volunteer,83335.0,Yes,10.0,Placed,96.66666666666667,safe,Excellent
Ronald Gonzalez,86.4,71,77,75,Sports,103331.0,Yes,5.8,Placed,74.33333333333333,safe,Good
David Anderson,71.2,67,77,94,Volunteer,76693.0,Yes,5.8,Placed,79.33333333333333,safe,Good
Kenneth Wright,89.1,57,70,79,Volunteer,53861.0,Yes,6.5,Not Placed,68.66666666666667,safe,Average
Laura Walker,82.6,65,84,65,Music,44299.0,No,3.8,Placed,71.33333333333333,safe,Good
Amy Perez,80.4,65,61,69,Sports,69650.0,Yes,5.3,Placed,65.0,safe,Average
Rebecca Thompson,97.6,62,72,68,Music,78296.0,No,4.7,Placed,67.33333333333333,safe,Average
Jason Gonzalez,73.4,79,68,74,Sports,48444.0,No,5.6,Placed,73.66666666666667,safe,Good
Linda Johnson,72.3,30,43,57,Sports,9790.0,Yes,4.6,Not Placed,43.333333333333336,Need Improvement,Poor
Michael King,70.1,72,61,79,Volunteer,16908.0,Yes,6.5,Placed,70.66666666666667,safe,Good
Emma Johnson,80.5,68,71,89,NCC,84177.0,Yes,7.5,Placed,76.0,safe,Good
Sarah Allen,87.8,64,70,81,Sports,15913.0,Yes,6.2,Placed,71.66666666666667,safe,Good
Robert Brown,100.0,69,71,63,Music,30135.0,Yes,4.1,Placed,67.66666666666667,safe,Average
Jason Lopez,69.0,43,43,51,Debate,64702.0,Yes,4.5,Not Placed,45.666666666666664,Need Improvement,Poor
Emily Lopez,56.5,53,65,94,Debate,63199.0,No,5.0,Placed,70.66666666666667,safe,Good
George Sanchez,94.6,79,80,87,NCC,79791.0,Yes,8.8,Placed,82.0,safe,Good
Daniel Miller,54.4,53,45,81,Sports,81599.0,Yes,6.5,Not Placed,59.666666666666664,Need Improvement,Average
Kenneth Martin,78.3,70,75,100,NCC,78950.0,Yes,7.2,Placed,81.66666666666667,safe,Good
Steven Hill,90.4,61,63,63,Music,45418.0,Yes,5.1,Placed,62.333333333333336,safe,Average
Matthew Perez,82.0,61,77,88,Volunteer,62159.0,Yes,7.0,Placed,75.33333333333333,safe,Good
Linda Ramirez,84.5,42,43,40,Sports,28321.0,Yes,2.5,Not Placed,41.666666666666664,Need Improvement,Poor
Anthony Garcia,81.3,47,62,73,Debate,83136.0,Yes,4.9,Placed,60.666666666666664,safe,Average
Angela Garcia,67.8,66,63,100,NCC,56554.0,No,8.3,Placed,76.33333333333333,safe,Good
Jason Martin,64.0,42,53,69,NCC,46440.0,No,4.5,Not Placed,54.666666666666664,Need Improvement,Average
Lisa Miller,91.9,82,77,97,Volunteer,61102.0,Yes,7.8,Placed,85.33333333333333,safe,Excellent
Daniel Brown,56.2,51,57,73,NCC,64702.0,Yes,5.7,Not Placed,60.333333333333336,safe,Average
Michelle Hernandez,83.8,73,72,77,Debate,35640.0,No,6.3,Placed,74.0,safe,Good
Jacob Martin,75.7,44,65,51,Sports,46324.0,Yes,2.3,Placed,53.333333333333336,Need Improvement,Average
Thomas Hernandez,63.1,79,86,88,NCC,75747.0,Yes,6.7,Placed,84.33333333333333,safe,Good
Daniel Wilson,95.4,60,58,64,NCC,74613.0,Yes,6.4,Not Placed,60.666666666666664,safe,Average
Karen Flores,71.2,77,69,59,Sports,59245.0,Yes,4.9,Placed,68.33333333333333,safe,Average
Jason Wright,77.0,37,66,74,Sports,27528.0,Yes,5.3,Placed,59.0,Need Improvement,Average
Michelle Johnson,48.1,41,48,64,Volunteer,42130.0,No,4.4,Not Placed,51.0,Need Improvement,Average
Stephanie Wilson,88.6,67,87,80,Sports,75536.0,Yes,5.7,Placed,78.0,safe,Good
Michelle Lewis,72.9,59,59,65,Music,17366.0,Yes,4.4,Not Placed,61.0,safe,Average
Mary Anderson,87.5,62,86,91,Debate,92607.0,No,7.3,Placed,79.66666666666667,safe,Good
William Anderson,92.0,63,67,90,Music,37642.0,Yes,7.6,Placed,73.33333333333333,safe,Good
Michael Scott,65.9,70,69,100,Music,103386.0,Yes,7.8,Placed,79.66666666666667,safe,Good
Mark Davis,75.3,56,70,76,Music,91541.0,Yes,5.5,Placed,67.33333333333333,safe,Average
John Hernandez,83.0,40,56,70,Volunteer,46779.0,Yes,5.5,Not Placed,55.333333333333336,Need Improvement,Average
Lisa Perez,86.5,60,73,86,Sports,97539.0,No,5.3,Placed,73.0,safe,Good
Matthew Garcia,72.2,70,80,91,Volunteer,131730.0,No,8.3,Placed,80.33333333333333,safe,Good
Emily Wright,60.3,29,45,53,Music,99643.0,No,2.6,Not Placed,42.333333333333336,Need Improvement,Poor
John Sanchez,87.1,66,89,73,Sports,36686.0,Yes,7.0,Placed,76.0,safe,Good
Jennifer Garcia,80.4,62,69,72,Music,87158.0,Yes,6.9,Placed,67.66666666666667,safe,Average
Deborah Miller,65.7,86,87,100,Sports,56312.0,Yes,6.9,Placed,91.0,safe,Excellent
Betty Martinez,89.6,73,63,73,Volunteer,72720.0,Yes,5.7,Placed,69.66666666666667,safe,Average
Charles Anderson,86.7,91,89,81,Volunteer,64702.0,Yes,6.7,Placed,87.0,safe,Excellent
Sharon Wright,90.4,70,46,35,Music,70717.0,Yes,2.1,Not Placed,50.333333333333336,Need Improvement,Average
David Hernandez,92.7,65,74,63,Sports,54817.0,Yes,5.0,Placed,67.33333333333333,safe,Average
Kenneth Thompson,71.8,81,67,77,Music,75193.0,Yes,6.2,Placed,75.0,safe,Good
Jason White,74.7,19,34,33,Sports,80826.0,Yes,1.7,Not Placed,28.666666666666668,At risk,Poor
Donna Moore,74.1,56,61,49,Sports,75652.0,No,3.6,Placed,55.333333333333336,Need Improvement,Average
Amy Flores,63.8,52,53,66,NCC,56672.0,Yes,5.5,Not Placed,57.0,Need Improvement,Average
Daniel Allen,81.4,51,76,62,Sports,115950.0,Yes,4.1,Placed,63.0,safe,Average
Lisa Moore,80.0,54,63,61,Music,139417.0,Yes,3.9,Placed,59.333333333333336,Need Improvement,Average
Kenneth Rodriguez,95.5,68,73,73,Volunteer,70002.0,Yes,4.9,Placed,71.33333333333333,safe,Good
Donald Garcia,94.2,53,78,67,NCC,35688.0,Yes,4.4,Placed,66.0,safe,Average
Jacob Thomas,76.7,48,68,91,Debate,35941.0,Yes,5.0,Placed,69.0,safe,Average
Sandra Jones,93.9,61,85,100,Sports,132323.0,No,7.7,Placed,82.0,safe,Good
Stephanie Lee,73.6,47,67,83,NCC,70540.0,No,5.2,Placed,65.66666666666667,safe,Average
Cynthia Rodriguez,80.0,57,65,64,Volunteer,70213.0,No,4.0,Placed,62.0,safe,Average
John Brown,86.2,60,52,42,Volunteer,81679.0,No,3.8,Not Placed,51.333333333333336,Need Improvement,Average
Ashley Nguyen,80.0,72,78,94,Sports,64501.0,Yes,6.5,Placed,81.33333333333333,safe,Good
Cynthia Walker,78.0,60,72,87,Sports,106249.0,Yes,5.9,Placed,73.0,safe,Good
Angela Lewis,80.4,43,59,55,Music,58667.0,Yes,3.5,Not Placed,52.333333333333336,Need Improvement,Average
Ryan Rodriguez,68.0,84,76,68,NCC,38994.0,Yes,6.6,Placed,76.0,safe,Good
Carol Ramirez,100.0,64,82,72,Volunteer,8000.0,Yes,4.3,Placed,72.66666666666667,safe,Good
Mark Hill,86.7,53,70,94,Music,57638.0,No,6.1,Placed,72.33333333333333,safe,Good
Mary Hernandez,95.0,58,80,48,Music,47154.0,Yes,3.5,Placed,62.0,safe,Average
John Scott,82.2,61,74,82,Sports,115966.0,Yes,4.5,Placed,72.33333333333333,safe,Good
Jennifer King,59.4,58,41,58,Sports,48841.0,Yes,4.5,Not Placed,52.333333333333336,Need Improvement,Average
Rebecca Thomas,71.1,66,58,56,Sports,108511.0,Yes,4.5,Not Placed,60.0,safe,Average
Mark Miller,55.7,50,52,58,NCC,99813.0,Yes,3.7,Not Placed,53.333333333333336,Need Improvement,Average
Emily Clark,75.4,50,57,73,Debate,40828.0,No,6.1,Not Placed,60.0,safe,Average
Kevin Miller,94.5,54,58,39,Sports,25395.0,No,3.3,Not Placed,50.333333333333336,Need Improvement,Average
Lisa Anderson,80.0,66,73,70,Volunteer,47108.0,No,5.7,Placed,69.66666666666667,safe,Average
Karen Harris,90.5,56,65,65,Volunteer,71323.0,Yes,3.7,Placed,62.0,safe,Average
Susan Smith,76.9,59,69,74,Sports,11549.0,Yes,5.9,Placed,67.33333333333333,safe,Average
Emily Rodriguez,97.1,55,63,78,Volunteer,65670.0,No,5.7,Placed,65.33333333333333,safe,Average
Jessica Hill,70.0,18,36,46,Debate,71537.0,No,2.6,Not Placed,33.333333333333336,At risk,Poor
Amanda Martinez,85.8,18,18,25,Sports,65469.0,Yes,1.0,Not Placed,20.333333333333332,At risk,Poor
Michelle Rodriguez,71.7,44,54,83,Sports,63486.0,No,4.5,Not Placed,60.333333333333336,safe,Average
Thomas Garcia,83.6,77,75,77,Volunteer,69719.0,No,6.6,Placed,76.33333333333333,safe,Good
Richard Ramirez,80.4,100,94,100,Debate,64702.0,Yes,9.2,Placed,98.0,safe,Excellent
Donna Nguyen,72.2,43,24,43,Debate,9452.0,No,1.3,Not Placed,36.666666666666664,At risk,Poor
Steven Wilson,80.0,75,71,70,NCC,69899.0,Yes,5.5,Placed,72.0,safe,Good
Amanda Gonzalez,88.0,54,64,79,Sports,81493.0,Yes,5.7,Placed,65.66666666666667,safe,Average
Melissa Torres,73.4,48,51,52,Music,65322.0,Yes,3.4,Not Placed,50.333333333333336,Need Improvement,Average
Elizabeth Lewis,82.3,72,84,94,Music,113580.0,Yes,7.4,Placed,83.33333333333333,safe,Good
David Nguyen,60.1,57,59,84,NCC,50883.0,No,6.6,Not Placed,66.66666666666667,safe,Average
Laura Clark,68.1,58,67,37,Sports,30696.0,Yes,3.0,Placed,54.0,Need Improvement,Average
Angela Robinson,98.3,76,91,100,Sports,81123.0,Yes,7.1,Placed,89.0,safe,Excellent
John Moore,81.8,37,48,42,Volunteer,26737.0,Yes,2.3,Not Placed,42.333333333333336,Need Improvement,Poor
Kenneth Lee,90.8,61,77,84,Debate,59265.0,Yes,5.6,Placed,74.0,safe,Good
Joseph Jackson,60.7,39,53,66,Sports,34668.0,No,4.8,Not Placed,52.666666666666664,Need Improvement,Average
Joseph Ramirez,84.2,48,59,75,Sports,46494.0,No,5.4,Not Placed,60.666666666666664,safe,Average
Daniel Davis,67.5,48,56,82,Music,8000.0,No,5.3,Not Placed,62.0,safe,Average
John Anderson,84.6,70,80,52,NCC,82291.0,Yes,3.5,Placed,67.33333333333333,safe,Average
Richard King,66.7,50,53,90,Music,113713.0,No,7.4,Not Placed,64.33333333333333,safe,Average
Rebecca Martinez,80.7,69,64,78,Music,79388.0,Yes,6.1,Placed,70.33333333333333,safe,Good
Kenneth Johnson,57.8,46,65,78,Sports,47082.0,Yes,5.7,Placed,63.0,safe,Average
Susan Robinson,75.0,50,57,58,Volunteer,48076.0,Yes,4.2,Not Placed,55.0,Need Improvement,Average
George Miller,80.2,69,64,74,Sports,92863.0,Yes,6.1,Placed,69.0,safe,Average
Stephanie Sanchez,89.6,60,83,73,Sports,8438.0,Yes,6.0,Placed,72.0,safe,Good
James Wilson,68.6,33,23,44,Music,74312.0,Yes,1.9,Not Placed,33.333333333333336,At risk,Poor
Jason Harris,67.8,75,80,100,Sports,38871.0,Yes,8.3,Placed,85.0,safe,Excellent
Anthony Scott,70.1,72,83,100,Music,90336.0,No,7.3,Placed,85.0,safe,Excellent
Kimberly Martin,96.1,57,0,57,Sports,66249.0,Yes,4.3,Placed,38.0,At risk,Poor
Mark Williams,88.8,78,53,48,Sports,55739.0,Yes,4.6,Not Placed,59.666666666666664,Need Improvement,Average
Amy Wilson,65.7,20,28,26,Sports,8000.0,No,2.1,Not Placed,24.666666666666668,At risk,Poor
Edward Walker,80.5,77,89,90,NCC,90741.0,Yes,7.8,Placed,85.33333333333333,safe,Excellent
